autor_tweet,id_tweet,texto_tweet,Numero_pasados,Numero_presentes,Numero_futuros,Numero_Infinitivos,Numero_Gerundios,Verbos_indicativo,Verbos_subjuntivo,Numero_determinantes,Determinantes_masc,Determinantes_fem,Determinantes_sing,Determinantes_plu,Determinantes_articulos,Determinantes_numerales,Determinantes_exclamativos,Determinantes_indefinidos,Determinantes_demostrativos,Determinantes_posesivos,Numero_nombres_propios,Numero_nombres_comunes,Numero_nombres,Nombres_singular,Nombres_plural,Nombres_masculino,Nombres_femenino,Genero_no_detectado,Numero_no_detectado,Numero_preposiciones,Numero_pronombres,Pronombres_masc,Pronombres_fem,Pronombres_sing,Pronombres_plu,Pronombres_personales,Pronombres_relativos,Pronombres_indefinidos,Pronombres_demostrativos,Pronombres_interrogativos,Pronombres_numerales,Pronombres_posesivos,Analisis_sentimiento,Numero_emojis,Numero_hagstags,Numero_webs,Longitud_media_palabras,Moda_palabras_tweet,Mediana_palabras_tweet,Numero_errores,Numero_tipos_de_error,Numero_tildes,Numero_signos_puntuacion
1401992568322367495,_PidetaxiSegovia,Se yergue el Alcázar cual gigantesca nao aproada hacia poniente. Navegamos juntos. #proadecastilla #fernandochuecagoitia #alcazardesegovia #valledelclamores #turismosegovia #pidetaxisegovia@radiotaxi.segovia https://t.co/aYBa7OLrpB,0,2,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,1,3,2,0,0,1,0,1,1,0,0,0,0,0,,0,6,2,6.0,2,5.75,2,2,1,2
1401992673360154624,_floresbiketeam,"Operando 
#frenos #formula #brake #gtbikes #mecanicapreventiva #tallerdebicicletas #mairenadelaljarafe #floresbiketaller #floresbikealjarafe en Bicicletas FloresBike Aljarafe  Mairena del Aljarafe https://t.co/9I7zs2V6FU",0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,,0,9,1,8.0,8,7,0,0,0,0
1401992894232240129,_GJoyeros,Marcapaginas personalizado...regalo para profesores. en Joyería Garnica https://t.co/oUZfumZijI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,7.0,7,7,3,2,1,1
1401993195291095041,_SebaPomares,"#postureoatope😂😂 q lejos m han puesto la cerveza, he tenido que ir nadando a buscarla 😅 en Punta Umbría, Spain https://t.co/j449CC4Q5m",1,2,1,1,0,3,0,2,0,1,1,0,0,1,0,0,0,0,3,3,6,1,0,0,1,5,5,2,1,0,0,0,0,1,0,0,0,0,0,0,,3,1,1,3.0,2,3.75,5,4,1,2
1401993450065580038,_sheilacrosby403,"My Father’s Favorite Weed https://t.co/XKkej3JXNP
#lapalmaisland #plants #flowers @ Breña Baja, Canarias, Spain https://t.co/RcvCVOlrDA",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,3,2,5,8,5,6,2,0,2
1401993516750880772,_SrPanda,"Hoy tocaba entrenamiento de #iaido en @zanshinm 
Hoy me he sentido bastante desastre... Así que toca perseverar y esforzarse más. #artesmarciales #martialarts #znkriaido #znkr en Zanshin Madrid Dojo https://t.co/euygPdNeUM",1,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,2,0,1,1,3,2,0,0,1,0,2,0,0,0,0,0,0,,0,5,1,4,3,5.130434782608695,0,0,2,4
1401993638503018496,_RoBertiito10,Tus pensamientos dirigen tu vida. en Playa de Mojácar https://t.co/jasmnpePkM,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,4,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,4,2,4.888888888888889,1,1,1,1
1401993705905659906,_TheMojoGlove,"El 19 de Junio a las 13h nuestros hermanos de @cookingrawblues estrenan su primer disco en el @madreamsmusic. Y además on orgullo de nuestro batería que es el que ha perpetrado dicha grabación. en Madrid, Spain https://t.co/NJX1UkYjVC",0,4,0,0,0,4,0,8,5,1,5,0,0,2,0,0,0,0,4,6,10,5,1,3,3,4,4,6,2,0,0,0,0,0,2,0,0,0,0,0,,0,0,1,3.0,2,4.777777777777778,5,4,3,3
1401993776667582465,_jesusmg28,Cuanto tiempo sin pillar las 22 h de día. en Estepa https://t.co/OkbA8GeT41,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,4,5,2,0,2,0,3,3,3,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,1,3,6,3.6363636363636362,0,0,1,1
1401993880124284931,_RockOnPanama,"F4F @rockonpanama  @chicho507 AZRAEL presenta su nuevo video ""39"". https://t.co/H3XfQFuWB2   @DaisyParraCL OnlineRadio / RT https://t.co/Bps2Zv6uXv",0,1,0,0,0,1,0,2,0,0,1,0,0,2,0,0,0,0,2,2,4,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,5.5,13,6.833333333333333,6,2,0,4
1401993905168605189,_taxisevillarafa,"Que locura , como no #vtc de #cabify_espana o #uber en En Cualquier Lugar Del Mundo https://t.co/8q9gPpFDAD",0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1,3,2,4.3076923076923075,1,1,0,1
1401993942250442756,_RadioBalearFM,Obra nueva o hacer algunas reformas no lo dude pida presupuesto  a Obres i Construccions Tomeu Rosselló Teléfono 971 168 475 #recomendadoenradiobalear en Plural https://t.co/Lyvzt1Xsh1,0,2,0,2,0,0,2,4,0,1,0,0,0,3,0,0,0,0,6,2,8,1,1,1,1,6,6,2,1,1,0,1,0,1,0,0,0,0,0,0,,0,1,1,4,5,4.826086956521739,4,3,2,0
1401994112178573317,_XUQgroup,• ¡Nos morimos de ganas por veranear a lo grande! 🌞⛱😍✨ DISEÑA TU VERANO #XUQ 🙌🏻 😛 en XUQ · Grupo de alojamiento turístico https://t.co/KH5bsg26y2,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7,1,1,1,1,5,5,5,2,1,0,1,0,2,0,0,0,0,0,0,,7,1,1,3,2,4.043478260869565,3,3,1,2
1401994345864118280,_oscar_saiz,"Una sin filtros en Santander, Cantabria https://t.co/O3QeDa7lUS",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,1,1,0,2,2,2,1,0,1,1,0,0,0,1,0,0,0,0,,0,0,1,5.0,3,5.5,1,1,0,1
1401994476529274885,_ChusMoyano,"¿Qué más pues? 🌅 en Toledo, Spain https://t.co/x7T2oPkaax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,1,1,0,0,1,0,0,0,0,0,1,0,0,,1,0,1,4,5,3.7142857142857144,4,3,2,3
1401994543055065093,_sa_cordobes,"Suspira el día, a las buenas noches cordobeses/as y adoptad@s. en Mezquita-catedral de Córdoba https://t.co/DfTtt0f9FN",0,1,0,0,0,1,0,3,1,1,1,0,0,1,0,0,0,0,2,3,5,1,1,1,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,4.5,2,5.571428571428571,2,1,2,4
1401994565557567489,_cbcambre,🕵️‍♀️ Atópate na nosa galería de imaxes dos nosos partidos da finde 📸🖼️ @ Polideportivo Municipal de Cambre https://t.co/9hsSPd4Oli,1,2,1,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,6,3,9,2,1,2,1,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,,4,0,1,5.0,2,5,6,1,2,0
1401994622759587843,_HoyEstetica,"Con cautela y siempre bajo supervisión profesional, si me necesitas, ahí estaré yo, tu esteticista, para proporcionarte los mejores cuidados 💛💛💛 
 #hoyestetica #esteticaoncologica #esteticapamplona https://t.co/l9c2WSRetv",0,1,1,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,4,4,3,1,1,2,1,0,4,3,0,0,2,0,3,0,0,0,0,0,0,,3,3,1,4,3,5.714285714285714,2,2,3,4
1401995640935227392,_JoseMariaMuoz5,"Dias 9,10,11 de Junio  Cultos en honor al Señor de la Sagrada Cena a las 20:45h
Solemne Funcion el próximo sábado dia 12 de junio a las 20:00h en Sagrada Cena. Dos Hermanas https://t.co/ouYdbTxTbg",0,0,0,0,0,0,0,10,2,3,3,0,1,5,0,0,0,0,9,5,14,1,0,1,0,13,13,8,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,4,2,4.0606060606060606,6,3,2,5
1401995790562779136,_analyst_ceo,"Coñecendo a deliciosa cociña de Alberto G. Prelcic. MNL

#gastronomia #food #jummy #luxury ##style #galiciacalidade #restaurante  #michelinstar en Silabario Gastronomía https://t.co/4pM1e2HwWQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,8,1,6.5,9,5.583333333333333,3,1,1,2
1401996141546381316,_AntonioCelada13,CAMPEONES DE LIGA!!!!!🏆🥇❤️🔝 en Ciudad Deportiva Atlético de Madrid https://t.co/sRpX0DMVnF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7,1,1,2,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,,4,0,1,6,9,5.888888888888889,1,1,1,5
1401996419830009860,_IruneGuirao,"Tú sonríes, ellos se joden 🤯
.
.
#hardgz #rap #hiphop #junio #nature #alicante #photooftheday #instagood en Alicante, Spain https://t.co/zuvVn1uDQl",0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,3,1,0,1,0,3,0,0,0,0,0,0,,1,8,1,5,2,4.111111111111111,1,1,2,4
1401996436351459330,_centroutrera,"Se vende piso en utrera, con ascensor y piscina comunitaria #pisoutrera #utrera #vivienda #viviendasutrera #utrerainmobiliaria #inmobiliariautrera en Utrera, Andalucia, Spain https://t.co/Iyoz94evue",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,2,1,3,3,3,1,0,0,0,0,1,0,0,0,0,0,0,,0,6,1,5.0,2,5.071428571428571,3,2,0,3
1401996622368841732,_wmelon84,🍒 @ La Picota https://t.co/Gv5cANlar4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,1.5,1,2.5,0,0,0,0
1401996636625195010,_hxpes_,"he vuelto a visitar mi sitio favorito en el mundo, he descendido el Sella (y me he ahogado en él) y he hecho la ruta del Cares y ahora sólo quiero quedarme a vivir allí 💘🥰 en Asturias https://t.co/5VVT8Ajzjm",1,4,0,2,0,5,0,4,3,1,5,0,1,0,0,0,0,0,3,4,7,4,0,3,1,3,3,6,3,1,0,2,0,3,0,0,0,0,0,0,,2,0,1,2.5,2,3.763157894736842,5,5,3,3
1401996724420464647,_AitorPerosanz,"En España las mujeres del @partidopopular en Bilbo, Euskal Herria https://t.co/vdyRzJX0vr",0,0,0,1,0,0,0,2,1,1,1,0,1,0,0,0,0,0,4,1,5,0,1,0,1,4,4,3,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,1,5.5,6,5.5,3,2,0,1
1401996746163572756,_fabulosa1962,"Musulmanes en La Rioja, Spain https://t.co/nNsoaTbBxe",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,5,2,4.8,2,2,0,1
1401996935234572291,_UgaRRiza_,"📍Luarca
.
.
.
.
.
@asturias_ig @turismoluarcavaldes @espana_en_paisajes
#asturias #asturias_ig #paisajesnaturales #españa #landscapephotography #picoftheday #mood en Luarca, Asturias, Spain https://t.co/VVXkTBdGNb",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,5,1,7.5,6,9.2,2,1,0,7
1401997061369782274,_canquesruiz,"Noche de Lunes veamos a @marielabs en,#ahoracaigo a ver si se a llevao algo hoy...#BN. en Calle Calvario Rute https://t.co/4i9qO6HMmH",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,6,1,0,0,1,5,5,5,2,0,0,1,0,1,0,1,0,0,0,0,,0,2,1,3,2,3.789473684210526,3,3,0,5
1401997557929287688,_analyst_ceo,"Enjoy at a #michelinstar
Que ben me coñece @_saraa_rg !

#style #picoftheday #photoofthedayy
#luxury #deluxe #manstyle #manfashion #tradinglife #lasheslife #entrepreneur #food en Calle Principe Vigo https://t.co/2IY3WitT5f",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,3,3,2,3,0,0,1,0,1,1,0,0,0,1,0,,0,12,1,3.5,2,4.083333333333333,2,1,0,1
1401997633024053251,_OPTICABENJAMIN,"Ya queda poquito para el verano💦
Obten con tu PACK DE LENTILLAS
🎉 regalitos veraniegos🎉 solo en
👉@opticabenjamin VERGER
#lentillas #productosdecalidad #saludocular #regalos #verano en Optica Benjamin https://t.co/qZ8AchU65U",0,1,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,5,4,9,1,1,2,0,7,7,8,1,0,0,0,0,1,0,0,0,0,0,0,,4,5,1,4.5,2,5.318181818181818,2,1,0,0
1401997767493537792,_AGuarda_es,"⚠ Avaría no subministro de auga en Buxán, o subministro será restablecido nuns intres.
#AGuarda #servizos #auga en Concello da Guarda https://t.co/8WjVqF2ySZ",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,2,0,2,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,,1,3,1,4.0,2,4.944444444444445,7,2,3,2
1401997947315920903,_JuananMureddu,"El tiempo pasa rápido y más rápido, pero con cada proyecto siempre quiero encontrar el próximo reto y el siguiente reto es tan emocionante como lo fue el anterior.  #VamosAPorLaSiguiente ♥️👣⛰ https://t.co/qg9iLs4tbZ",1,3,0,1,0,4,0,4,4,0,5,0,0,0,0,0,0,0,0,5,5,4,0,4,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,,3,1,1,4.0,4,4.566666666666666,3,3,4,2
1401998086986211333,_AlainGlxz,Es que tus labios pegan con los míos en Barceló Santiago https://t.co/v4Qf1Z0tLr,0,2,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,1,3,0,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,3,3,4.181818181818182,1,1,2,0
1401998198290407424,_Markitosvgs,"De León a Asturias!! 🏔🧗
3 días 2 vivacs 
#PeñaUbiña #refugiodelmeicin en Peña Ubiña https://t.co/VMGbfcnVLW",1,0,0,0,0,0,1,4,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,2,1,1,4,2,3.769230769230769,0,0,2,2
1401998341823614990,_usalpulgar,"📢NOVEDADES📢
.
.

https://t.co/IOs8LPzuuF
.
.
#usalpulgar #novedades #bejar #online #ofertas #salamanca #tutiendaonline #tucentrocomercialonline #barato #productosalmejorprecio #vida #salud #covid_19 https://t.co/NmPwunpp7c",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,2,12,2,9.0,11,9,0,0,0,4
1401998749484916743,_vikingsbiketor2,Nuestros VIKINGOS!!! Prestando atención a los consejos y recomendaciones! Técnica= Seguridad!🚴🏻‍♂️🚴🏻‍♂️🚵🏻‍♂️🙌🏻 en Los Pinos de Torremolinos https://t.co/xiiKaoOTsc,1,0,0,0,1,1,0,4,3,0,0,0,0,1,0,0,0,0,4,7,11,1,2,1,2,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,,11,0,1,7.5,8,7.375,0,0,2,5
1401998996961468419,_tonnylaureano,"Día de playeo con @mariii.tq91
#risas #playa #mar #pose #postureo #postureomaximo #friends en Playa Los Palos https://t.co/nspB6r2J2U",0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,3,1,0,0,0,0,1,0,0,0,0,0,0,,0,7,2,3.0,3,3.625,1,1,1,0
1401999300683517954,_todloquemellama,"Flores para el lunes 🌺🌸🌺
#mystyle #zaraoutfit #outfitinspiration en Murcia https://t.co/vt5VAxtBJG",0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,1,4,6,4,0,0,0,0
1401999799499608067,_ICanTurismo,"Primera ronda ""seria"" en la asignatura de Proyecto en el #ICTurismo2021 #Tenerife en Arona Gran Hotel &amp; SPA https://t.co/WZAk72hlx0",1,0,0,0,0,1,0,2,1,1,2,0,0,0,0,0,0,0,3,2,5,2,0,0,2,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,4,2,4.823529411764706,1,1,0,3
1401999875663925260,_urbanamadridfm,"@zaramaybaby en la casa 🇪🇸 ""No me ronquen"" 🔥👌🏽
Mañana sorpresas 💣💯🤫
La semana del Zara 🇦🇷
#zaramay #eljefedelmalianteo en Madrid, Spain https://t.co/5EqaKnvmzT",0,0,0,0,0,0,0,3,1,2,3,0,1,0,0,0,0,0,4,5,9,3,1,1,3,5,5,3,2,1,0,2,0,1,0,1,0,0,0,0,,6,2,1,3.0,2,4.3,2,2,0,3
1402000434248683522,_fabulosa1962,"Zapatero en La Rioja, Spain https://t.co/QBcxBNpvuO",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,5,2,4.4,2,2,0,1
1402000498442575874,_northwindnwk,"Otro día más de viento y cursos de #kitesurf y #wingfoil 
#onemoreday 

#escueladekitesurf #kitesurfcantabria 
#escueladewingfoil #wingfoilcantabria en Northwind https://t.co/fxbVwcG39J",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,3,2,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,7,1,3,2,3.5454545454545454,0,0,2,0
1402000521335083008,_JosePinoPA,✅ Está tarde hemos seguido con nuestro trabajo en contra del reglamento de plenos que nos CENSURA a todos. Estamos en la fase final. Seguimos en la calle con la gente✌️💚 en Vélez-Málaga https://t.co/mrGb0f1Ps9,0,5,1,0,0,6,0,6,3,3,6,0,1,0,0,0,0,0,1,7,8,5,1,3,3,2,2,9,3,1,0,0,0,1,1,1,0,0,0,0,,3,0,1,4,2,4.575757575757576,2,2,3,3
1402000722443620353,_KukiTey,"Yo me desahogo por aquí porque si quemó supuestamente el Congreso, yo solo, me apalean no?? Venirse joeee calabozo unido jamás será vencido. Jajaja en Cadiz, Spain. Cádiz, España https://t.co/3etE8zArGN",1,2,1,0,0,4,0,1,1,0,1,0,0,0,0,0,0,0,9,0,9,0,0,0,0,9,9,2,4,0,0,4,0,4,0,0,0,0,0,0,,0,0,1,5,2,4.9655172413793105,6,4,5,8
1402000928627167242,_fabulosa1962,"Gobierno en La Rioja, Spain https://t.co/zWQWWBk8xn",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,5,2,4.4,2,2,0,1
1402001030875910147,_ColinaOm,"Buenas noches mundo, hoy una buena caminata con un tiempo veraniego.
#haciendoejercicio #pasandolobien #vidasaludable #quemequitenlobailao en Santander, Cantabria https://t.co/z2i9R4bqVT",1,0,0,1,0,1,0,3,1,2,2,0,0,0,0,0,0,0,1,4,5,2,1,1,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,4,1,5.5,6,5.428571428571429,1,1,0,3
1402001033375723522,_andreserenoest,"Gran día de formación  kyklos, #jeanpaulmyne_esp #jeanpaulmyne  #andreserenoestilistas en MIMAT Catalinabeautysalon https://t.co/qxyB9BluDH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,1,5,2,7.222222222222222,2,2,2,1
1402001544141107200,_ArtiDanses,Pasito a pasito volvemos al estado de forma en Art &amp; Danses poledance  studio https://t.co/zRpdnVdYki,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,5,4,9,3,0,2,1,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,5.5,6,4.642857142857143,6,2,0,1
1402001602534428675,_AutoescuelaARas,Enhorabuena a tod@s los aprobad@s!!! Os habéis llevado un “L” más que merecida por vuestro esfuerzo y perseverancia!!! 👏🏽👏🏽👏🏽 en Autoescuela A Ras https://t.co/68LS6MK940,1,1,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,4,4,8,3,0,1,2,5,5,4,1,0,0,0,0,1,0,0,0,0,0,0,,6,0,1,3,3,5.130434782608695,3,2,2,6
1402001982039244806,_manitheoriginal,"La vida está llena de momentos magicos.
❤✖🎁 en Hotel Riu Plaza España https://t.co/i0ERec3Bsb",0,2,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,4,3,7,1,1,1,1,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,1,4,2,4.3076923076923075,2,1,1,1
1402002231516348425,_ColinaOm,"Buenas noches mundo, hoy una buena caminata con un tiempo veraniego.
#haciendoejercicio #pasandolobien #vidasaludable #quemequitenlobailao en Santander, Cantabria https://t.co/YWNdgJNG84",0,0,0,1,0,0,0,3,1,2,2,0,0,0,0,0,0,0,1,4,5,2,1,1,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,,0,4,1,5.5,6,5.428571428571429,1,1,0,3
1402002402564317187,_LauraSomoza_14,"Yo no sé cómo sentirme, así que creé este escudo firme en Complexo Deportivo Javier Gómez Noya https://t.co/joVYVWKBoq",1,1,0,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,5,1,6,1,0,1,0,5,5,1,3,0,0,1,0,2,0,1,0,0,0,0,,0,0,1,4,2,4.529411764705882,2,2,5,1
1402002512174108672,_SpeedMoney50,"✅ Gran variedad en libros de diferentes autores,  cómics y  cuentos ✅ Precios de 💥oportunidad💥 en Casa de Empeños Speed Money https://t.co/VNjHWbsrm4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,2,4,4,2,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,,4,0,1,5,2,4.857142857142857,5,3,1,1
1402003050127048709,_NoemiPradoo,"Un paseo por el centro ✨ en Comunidad Valenciana, Spain https://t.co/aXcT0AsuUg",1,0,0,0,0,1,0,2,2,0,2,0,0,0,0,0,0,0,3,2,5,2,0,2,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,4.0,2,4.5,2,2,0,1
1402003205802893326,_FreeWaterman,"Diversión y buenas sensaciones!
Paleo es salud!
Agua, aire y tierra. 
***
🏄 🌊
#sup #starboardsup #standuppaddle #paddlesurf #SUPC #paleoape #starboardallstar #suprace #supracer #surf #suplove https://t.co/ELGiqG9IC8",1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,3,9,1,1,0,2,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,,2,11,1,4,1,4.3076923076923075,1,1,1,4
1402003258785382404,_adeltoros,".  
.
.
.
.
#lanzarote
#canaryislands
#extremesports
#surf
#quemaoclass
#billabong
#canon
#CanonEspaña
#canonphotography
#picoftheday
📸 3117 Antonio del Toro 💯🌊 en La Santa, Lanzarote https://t.co/Su4tN3ySEy",0,1,0,0,0,1,0,3,1,1,2,0,1,1,0,0,0,0,4,0,4,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,,3,9,1,4,2,4.545454545454546,3,2,0,6
1402003434803548175,_frannnlopez,☁️☺️ en Hotel Spa Senator Cádiz https://t.co/tUSOZupdQe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,1,0,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,1,4.5,5,4.333333333333333,1,1,1,0
1402003437357867023,_Drroqueleonel,"España da bienvenida a turistas. Personas vacunadas al menos 45 días. Único requisito. Si no hay visa para USA, coge para España. Los precios están por el suelo. @ Barcelona, Spain https://t.co/Rk5A7oggCi",0,4,0,0,0,4,0,4,3,0,2,0,1,1,0,0,0,0,5,8,13,4,4,4,3,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,4,2,4.612903225806452,1,1,3,7
1402003695810789376,_joseporrina7,"Nada es tan complicado, piénsalo. en Setenil https://t.co/38bsai6r6M",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,2,0,0,1,0,1,0,1,0,0,0,0,,0,0,1,4,2,5.142857142857143,1,1,1,2
1402003978859139074,_Nachocuberofoto,"@fcbarcelona campeon @asobal @diarioas @sony.espana @sonyalpha @sonyusers #sonya9 #sony70200f4 #balonmano #handball #asobal #photojournalist #sportphoto #sportphotography #sportphotographer en Santander, Cantabria https://t.co/jSe8C1ol0H",0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,2,3,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,7,2,9,9,8.363636363636363,3,2,0,1
1402004037579554829,_BarrioVbarrio,La aplicación de una esencia @jamonjoselito a desarrollos en la alta cocina @abarra_res en Restaurante A Barra https://t.co/2hN4449OVV,0,1,0,0,0,1,0,3,0,3,3,0,0,0,0,0,0,0,3,4,7,3,1,1,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,4,2,5.470588235294118,0,0,1,0
1402004077412864001,_MOSalceda,"Porque tienes derecho a la tecnología; te lo ponemos fácil. Fibra y móvil al mejor precio. Infórmate en nuestra tienda en Salceda de Caselas, calle Coruña 2 o en el 986137005 o al WhatsApp 638894953. en Mundo Online https://t.co/YH56L44OiA",0,2,0,0,0,2,0,7,3,2,5,0,2,2,0,0,0,0,9,6,15,5,0,3,2,10,10,8,2,1,0,2,0,2,0,0,0,0,0,0,,0,0,1,5.0,2,4.552631578947368,1,1,4,5
1402004245956726792,_Maider_Navarro,bby la vida está buenaa en Puerto Rico de Gran Canaria https://t.co/ipr40EljA9,0,2,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,3,2,5,1,0,1,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,4,4,4,2,1,1,0
1402004365125242884,_Chempi007,Del partido de #padres  contra #hijos a las filas del #ucam Fe la mano de #sitoalonso #gracias a #distritoolimpico #do por esta oportunidad. #basketball #basketballneverstops #basket #baloncesto #bball #ilovethisgame https://t.co/HOQsqAZx1K,0,1,0,0,0,1,0,5,2,3,4,0,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,,0,13,1,3.0,3,3.6875,1,1,0,1
